,Price,Age,Odometer,mileage,engineCC,powerBhp,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,FuelType_Diesel,FuelType_Electric,FuelType_LPG,FuelType_Petrol,Transmission_Manual,OwnerType_Fourth +ACY- Above,OwnerType_Second,OwnerType_Third
3555,22.2,1,33598,13.68,2393.0,147.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3556,13.5,8,63000,17.05,1995.0,184.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3557,13.5,5,48000,16.96,1968.0,138.03,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3558,3.47,6,66000,20.0,1399.0,68.05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3559,9.5,7,80000,11.18,2696.0,184.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3560,4.8,9,37000,15.04,1598.0,103.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3561,6.54,4,35058,15.0,1598.0,103.52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3562,3.1,8,52000,16.47,1198.0,73.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3563,7.99,5,61313,23.65,1248.0,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3564,3.3,11,45000,14.53,1798.0,138.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
3565,8.75,5,74000,20.77,1248.0,88.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3566,4.19,7,89000,19.2,1197.0,80.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3567,30.77,1,13414,17.9,2143.0,136.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3568,2.11,14,95000,16.9,1497.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
3569,6.25,2,15900,18.15,1198.0,82.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3570,11.4,9,151000,11.5,2982.0,171.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3571,5.2,9,65000,17.0,1497.0,118.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3572,39.84,3,36824,18.53,1968.0,187.74,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3573,4.45,7,65287,20.0,1399.0,68.05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3574,19.5,6,52000,17.9,2143.0,136.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3575,1.75,13,33000,15.26,1150.0,74.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3576,5.1,4,71000,25.83,1498.0,99.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3577,6.8,7,71000,22.7,1582.0,126.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3578,5.74,4,20000,21.4,1197.0,83.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3579,3.3,10,71000,16.1,1197.0,85.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3580,32.0,10,29000,9.9,3498.0,271.72,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3581,35.0,4,27000,21.76,1995.0,190.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3582,8.9,3,19000,28.4,1248.0,73.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3583,4.0,9,58000,17.01,1591.0,121.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
3584,19.46,2,42203,17.1,1956.0,170.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3585,5.25,11,94000,11.4,1991.0,142.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3586,2.6,7,52000,15.1,1196.0,73.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3587,9.22,2,4900,21.5,1497.0,108.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3588,1.8,7,70000,21.1,814.0,55.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3589,1.3,15,100000,13.5,1405.0,67.68,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3590,31.75,5,65266,14.69,2993.0,258.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3591,5.99,6,54569,20.77,1248.0,88.76,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3592,4.94,5,51361,18.0,1198.0,86.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3593,1.5,13,125000,16.6,1388.0,68.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
3594,3.25,12,66000,13.5,1799.0,130.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3595,1.95,13,65047,17.3,1061.0,57.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3596,6.5,6,22281,20.77,1248.0,88.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3597,3.71,7,63210,24.0,1120.0,70.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3598,5.0,2,31000,20.14,1197.0,81.86,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3599,1.99,12,60000,19.81,1086.0,68.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3600,4.25,3,32006,18.0,1198.0,86.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3601,8.0,11,78000,12.4,2698.0,179.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3602,2.95,9,9489,20.36,1197.0,78.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3603,3.5,2,5000,25.17,799.0,53.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3604,16.0,8,60000,15.2,1968.0,140.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3605,2.75,5,50000,22.74,796.0,47.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3606,6.95,5,53000,17.8,1497.0,117.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3607,12.5,9,64000,11.74,1796.0,186.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3608,36.83,3,43827,13.22,2967.0,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3609,2.7,9,36431,16.2,1199.0,74.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3610,9.9,3,35000,21.38,1396.0,88.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3611,3.83,9,94832,17.0,1497.0,118.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3612,5.25,8,88381,17.0,1497.0,118.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3613,7.75,4,45194,22.7,1598.0,118.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3614,2.46,10,66000,16.51,1586.0,103.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
3615,3.96,6,38578,23.4,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3616,8.25,5,40000,20.77,1248.0,88.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3617,7.58,2,20632,18.6,1197.0,81.83,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3618,3.99,6,73042,24.0,1120.0,70.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3619,6.25,6,54257,17.4,1497.0,117.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3620,5.0,7,93000,20.5,1598.0,103.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3621,4.65,15,102000,11.0,2987.0,198.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3622,21.37,4,28881,13.01,2199.0,194.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3623,1.75,13,52195,19.7,796.0,46.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3624,16.09,2,20422,12.4,2499.0,134.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3625,4.1,8,38000,24.8,1396.0,88.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3626,3.56,5,92885,20.0,1399.0,68.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3627,4.21,10,43000,17.0,1497.0,118.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
3628,6.86,4,70478,17.8,1248.0,77.88,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3629,6.6,5,57000,23.9,1582.0,126.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3630,14.35,2,32434,13.0,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3631,9.5,3,32000,22.7,1498.0,89.84,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3632,21.9,9,59000,11.2,2993.0,241.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3633,30.45,4,76467,18.12,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3634,5.1,4,100000,25.83,1498.0,99.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3635,5.44,7,37086,17.0,1591.0,121.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3636,1.6,10,135000,13.8,1399.0,68.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3637,16.67,6,54862,17.68,1968.0,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3638,9.5,10,67758,10.8,2354.0,153.77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3639,3.85,8,56200,15.0,1396.0,98.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3640,10.64,9,169006,14.24,2755.0,174.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3641,3.5,4,20229,25.17,799.0,53.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3642,1.1,12,62000,18.0,995.0,62.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3643,2.6,9,51500,16.2,1599.0,103.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
3644,18.5,8,69000,18.88,1995.0,184.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3645,1.35,16,167000,17.2,1086.0,62.28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3646,7.95,5,62476,26.59,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3647,5.49,3,60500,25.4,1186.0,73.97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3648,6.95,3,17978,19.0,1199.0,88.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3649,1.0,12,300000,17.0,1405.0,70.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3650,4.45,7,123000,17.8,1399.0,67.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3651,6.99,4,45296,25.1,1248.0,88.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3652,3.51,12,77325,15.6,1586.0,104.68,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3653,7.54,2,25858,21.4,1197.0,83.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3654,3.65,4,120000,23.2,1248.0,73.94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3655,16.0,4,22000,19.5,1582.0,126.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3656,1.4,8,11000,16.2,995.0,62.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3657,6.45,3,3900,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3658,4.4,4,106092,24.4,1120.0,71.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3659,5.95,5,27000,19.0,1199.0,88.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3660,3.9,7,11000,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3661,35.28,4,39753,13.0,2143.0,201.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3662,14.25,3,39800,17.6,2179.0,153.86,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3663,4.5,3,73000,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3664,7.5,5,55000,22.7,1498.0,89.84,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3665,3.41,3,18351,21.9,624.0,37.48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3666,3.25,7,45000,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
3667,8.3,4,112200,24.52,1248.0,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3668,3.45,10,29000,20.36,1197.0,78.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3669,2.1,13,57309,17.0,1086.0,62.28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3670,11.95,5,53392,16.0,2179.0,140.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3671,4.25,10,71000,20.54,1598.0,103.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3672,8.25,6,93000,14.0,2179.0,138.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3673,5.95,10,119000,10.2,2354.0,180.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3674,4.3,4,42225,15.1,1196.0,73.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3675,3.9,8,65000,22.9,1248.0,74.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3676,6.41,4,27809,21.4,1197.0,83.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3677,8.36,5,65100,15.1,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3678,3.85,6,51000,19.1,1197.0,82.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3679,36.0,3,10000,19.27,2143.0,167.62,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3680,7.5,9,54895,13.14,1798.0,160.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3681,5.7,5,80768,20.14,1498.0,88.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3682,5.5,1,12076,20.89,1197.0,81.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3683,5.9,4,49000,25.2,1248.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3684,7.75,5,42366,17.8,1497.0,117.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3685,18.0,10,68000,11.5,2993.0,235.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3686,4.4,12,122397,17.5,1896.0,106.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3687,8.27,3,50534,17.21,1197.0,103.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3688,4.75,6,55300,19.87,1461.0,83.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3689,3.8,12,73095,16.8,1497.0,118.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3690,3.4,9,51100,20.54,1598.0,103.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3691,4.7,4,13436,18.9,1197.0,82.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
3692,1.49,12,76000,16.6,1388.0,68.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
3693,4.5,4,63141,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3694,5.4,6,74885,25.8,1498.0,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3695,11.5,4,14000,18.0,1497.0,117.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3696,3.5,8,56000,20.4,1461.0,108.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
3697,16.5,10,46000,22.48,1995.0,190.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3698,3.9,8,51800,15.5,1586.0,103.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3699,3.25,13,81000,16.4,1497.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3700,5.84,2,17370,17.0,1198.0,73.75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3701,5.75,4,18456,17.0,1198.0,73.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3702,10.0,10,59000,16.55,1968.0,140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3703,1.05,14,141537,18.9,998.0,67.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
3704,5.64,7,51000,19.08,1582.0,126.32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3705,50.97,1,29311,17.9,2143.0,170.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3706,29.95,4,31000,21.76,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3707,4.85,6,80000,24.2,1498.0,98.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3708,14.5,4,33000,17.01,1582.0,126.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3709,5.5,9,71556,17.0,1497.0,118.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3710,3.2,9,85000,17.8,1399.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3711,4.5,4,91000,26.59,1248.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3712,30.72,5,73187,13.0,2143.0,204.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3713,3.5,11,232000,11.5,1991.0,147.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3714,6.99,13,127079,12.8,2494.0,102.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3715,3.45,6,58816,17.21,1493.0,100.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3716,6.57,5,63818,17.4,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3717,17.5,6,40000,17.11,1968.0,174.33,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3718,3.75,7,77445,22.07,1199.0,73.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3719,9.99,3,14000,14.8,1497.0,121.36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3720,8.2,8,85122,12.99,2494.0,100.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3721,1.1,15,123000,13.0,1493.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
3722,3.89,5,61000,22.1,1586.0,85.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3723,2.45,5,63714,24.7,796.0,47.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3724,13.75,11,53000,8.7,2987.0,224.34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3725,3.0,3,60000,26.59,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3726,9.25,3,33000,24.3,1248.0,88.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3727,17.65,7,31000,13.2,2400.0,215.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3728,18.25,6,79000,12.55,2982.0,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3729,3.45,7,67914,23.0,1396.0,90.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3730,23.75,5,58970,17.11,1968.0,174.33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3731,5.45,7,60000,19.64,1461.0,108.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3732,5.25,3,35225,23.1,998.0,67.04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3733,1.1,15,69496,15.9,1298.0,85.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3734,2.9,8,62282,16.95,1197.0,78.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3735,14.2,10,80000,22.69,1995.0,190.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3736,5.8,2,43698,18.9,1197.0,82.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3737,7.22,3,28052,18.9,1197.0,82.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3738,4.87,4,29091,18.9,1197.0,81.86,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3739,3.3,7,63000,16.47,1198.0,74.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3740,3.0,13,91000,17.7,1497.0,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
3741,26.0,6,30000,17.9,2143.0,136.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3742,2.9,3,24571,14.0,796.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3743,7.5,6,45000,15.74,1591.0,121.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3744,2.36,5,24617,22.74,796.0,47.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3745,11.39,3,26927,24.3,1248.0,88.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3746,7.02,7,87736,15.1,2179.0,140.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3747,8.0,4,35299,24.3,1248.0,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3748,7.11,3,51612,18.6,1197.0,81.83,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3749,3.9,22,55300,10.0,1796.0,157.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3750,2.15,11,65090,19.7,796.0,46.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3751,3.25,7,40000,18.0,1198.0,86.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3752,70.66,5,38467,12.65,2993.0,255.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3753,4.61,7,71904,24.0,1120.0,70.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3754,2.35,12,87000,13.5,1799.0,130.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3755,4.05,6,33000,24.0,1120.0,70.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3756,0.8,11,22100,16.1,796.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
3757,5.6,6,59589,23.59,1364.0,67.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3758,5.35,5,44000,22.54,1396.0,88.73,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3759,3.25,3,12000,24.07,998.0,67.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3760,11.5,8,66000,17.05,1995.0,184.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3761,4.25,4,38009,23.1,998.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3762,4.45,11,35000,13.7,1798.0,157.75,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3763,2.85,11,70000,14.0,2498.0,112.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3764,7.85,6,86000,15.1,2179.0,140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3765,5.3,4,32000,19.1,1197.0,85.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3766,8.0,3,15000,18.88,999.0,123.24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3767,9.43,6,69918,21.43,1364.0,87.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3768,2.75,8,39000,18.5,1197.0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3769,13.5,2,1011,20.37,1461.0,108.45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3770,9.99,11,85000,11.0,2987.0,198.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3771,6.95,3,46663,21.1,998.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3772,6.75,5,27000,17.97,1498.0,99.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3773,5.5,5,15000,18.9,1197.0,82.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3774,9.18,2,10575,21.56,1462.0,103.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3775,4.15,6,12500,19.1,1197.0,82.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3776,6.5,8,52000,22.32,1582.0,126.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3777,4.11,5,49818,21.5,1197.0,81.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3778,2.25,12,90000,16.8,1493.0,110.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3779,4.56,5,52207,17.71,1197.0,78.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3780,4.0,7,167362,11.68,2498.0,112.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
